CD3E,MMP21
CD274,TMEM190
CD274,GAS2L2
CD274,KCNG4
CD274,PXT1
CD274,CACNG5
CD274,LINC00308
CD274,LINC00308
CD274,FAM223A /// FAM223B
CD274,WFDC11
CD247,IFNL2 /// IFNL3
CD247,JAK1
CD247,JAK1
CD247,CDC42SE2
CD247,CDC42SE2
CD247,ACACB
CD247,ACACB
CD247,RFWD2
CD247,STX6
PIK3R3,ANLN
PIK3R2,SPRR4
PIK3R2,POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL
PIK3R1,LOC441259 /// POLR2J /// POLR2J2 /// POLR2J3 /// UPK3BL
PIK3R1,HSH2D
PIK3R1,TRNT1
PIK3CA,TMEM163
PIK3CA,ARHGAP5
PIK3CA,HERPUD2
PIK3CA,JMJD6
KRAS,SRCAP
KRAS,MAP3K6
KRAS,ARSG
KRAS,ZNF101
KRAS,ZNF101
IRS1,PTPN11
IRS1,KLHDC7B
IRS1,ATAD3A /// ATAD3B
IRS1,ZNF626
IRS1,PHC3
IRS1,IL11RA
HRAS,TNFRSF10A
HRAS,RAD51L3-RFFL /// RFFL
HRAS,RAD51L3-RFFL /// RFFL
HRAS,HPS4
HRAS,UHMK1
HRAS,TXNDC2
HRAS,NAV3
ERBB3,C5orf22
ERBB3,PCDHGB7
ERBB3,PCDHGB7
ERBB3,ERC1
ERBB3,FLCN
ERBB3,JMJD1C-AS1
ERBB3,LRRC7
ERBB3,SH2D3C
EGFR,PPP1R3B
EGFR,PPP1R3B
EGFR,SLC9A7
EGFR,IGSF3
EGFR,RFX6
EGFR,DIRC1
EGFR,DNAJB7
EGFR,UCN3
EGFR,DIP2A
AKT1,USP28
AKT1,CASC5
AKT1,CASC5
AKT1,SENP8
AKT1,GRHL1
AKT1,CNBD2
AKT1,CNBD2
AKT1,CASKIN1
AKT1,CACNA2D4
AKT1,ARL11
NRG1,ARL11
HSP90AA1,SLC2A13
HSP90AA1,SLC2A13
GRB7,NIPA1
GRB7,TUBA3FP
GRB2,CARD16
GRB2,CARD16 /// CASP1
GRB2,DUSP19
GRB2,DUSP19
ERBB2IP,CYB5D1
ERBB2IP,NMNAT2
ERBB2IP,SLC4A1
ERBB2IP,CREG2
ERBB2,RXFP1
ERBB2,SPEF2
ERBB2,CEP170 /// CEP170P1
ERBB2,DTD1
ERBB2,CASC4
ERBB2,FGF1
EGFR,ARPP21
EGFR,RHOXF1
EGFR,ADAMTS17
EGFR,ADAMTS17
EGFR,ADAMTS17
EGFR,SNHG7 /// SNORA17 /// SNORA43
EGFR,DHH
EGF,ABRA
EGF,ABRA
EGF,KLHDC1
EGF,RICTOR
EGF,PCDHGA4
EGF,NETO1
EGF,WWP2
CTNNB1,ST7L
CTNNB1,ST7L
CTNNB1,C2orf15
CTNNB1,KCNH8
CTNNB1,MCF2L
CTNNB1,SLCO6A1
CTNNB1,PP2D1
CD44,KLC3
CD44,CIB3
CD44,CIB3
CD44,CADM2
CD44,CADM2
CD44,C9orf66
TIMP3,C9orf66
TIMP2,HDAC9
TIMP2,HDAC9
TIMP1,SLC16A11
THBS2,TMEM67
THBS2,TMEM67
THBS2,HS6ST2
THBS2,HS6ST2
TGFB1,CAMKK1
TGFB1,ZNF625
TGFB1,ZNF563
TGFB1,LIN9
STAT3,CLEC4D
STAT3,CLEC4D
STAT3,SLC25A27
MMP2,GPRC6A
MMP2,RAET1E
MMP2,SLC44A5
MMP2,SLC44A5
MMP2,ZNF417
MMP2,ZNF781
MMP2,HELB
LCN2,HELB
LCN2,SEC62
LCN2,SEC62
LCN2,TRDN
LCN2,SOCS4
LCN2,C8orf31
DCN,ZNF547
DCN,SIM1
DCN,PROM2
DCN,TLR4
DCN,TSNARE1
DCN,ABHD11
DCN,CAPN13
COL18A1,STMN1
COL18A1,TIRAP
COL18A1,SIGLEC10
COL18A1,SIGLEC10
COL18A1,ADAMTSL1
COL18A1,RFX4
COL18A1,WFIKKN1
TIMP1,SENP1
TGFB1,KLF14
TGFB1,KLF14
STAT3,NXNL2
STAT3,BRS3
STAT3,LINC00205 /// LOC102723489 /// LOC102725097
PLG,TMX3
PLG,ZNF396
PLG,SLC26A7
PLG,SLC26A7
MMP9,SNX18
MMP9,FBXO39
MMP9,B3GNT6
MMP9,B3GNT6
MMP9,DENND1B
MMP1,ZNF619
MMP1,ICK
MMP1,FAM71D
MMP1,BCL2L14
MMP1,HS6ST3
MMP1,SLC26A1
IL6,CLDN15
IL6,RAB42
IL6,PTCHD1
IL6,M1AP
IL6,ZSCAN4
IL6,ZSCAN4
IL6,VWA5B1
FGF2,VWA5B1
FGF2,LINC00311
FGF2,HTR6
FGF2,MAGEB6
FGF2,LOC101060464 /// LOC101929858 /// LOC101930165 /// LOC101930171 /// TCEB3C /// TCEB3CL /// TCEB3CL2
FGF2,RUSC1-AS1
FGF2,CACNG6
FGF2,LMNTD1
BSG,CIRBP-AS1
BSG,AXDND1
BSG,ASMTL-AS1
BSG,ASMTL-AS1
BSG,CD200R1
BSG,LINC00334
ACAN,LINC00334
ACAN,ATOH7
ACAN,ATOH7
ACAN,SEC16B
ACAN,AMER1
ACAN,NKX6-3
ACAN,NKX6-3
SPARC,TBATA
PAPLN,EXOC3L2
MMP2,CABP4
MMP2,TNFRSF13C
ERBB4,CAMK2N2
DCN,ANKRD30BP2
DCN,KCNG3
DCN,KCNG3
DCN,LINC01312
COL3A1,LINC01312
COL3A1,FOXP2
COL3A1,B4GALNT2
COL3A1,NETO1
COL1A2,FMR1NB
COL1A2,GCSAML
COL1A2,SIGLEC11
COL1A2,SIGLEC11
COL1A2,IL23R
COL1A1,MAGEB18
COL1A1,CD276
COL1A1,IFNL2
COL1A1,IFNL1
COL1A1,C4orf36
COL1A1,FIGNL1
BGLAP,RIMS1
BGLAP,PITPNM2
BGLAP,PITPNM2
BGLAP,PCDH10
BGLAP,TAB3
BGLAP,TAB3
ALB,GRK7
ALB,MMEL1
ALB,PDE8A
ALB,NLRP6
ALB,AKNAD1
ALB,ZCCHC5
ALB,ATRIP /// TREX1
IL5,ZIC5
IL4R,ANGPT1
IL4R,TEDDM1
IL4,LOC149373
IL4,GABRG1
IL4,PANX2
IL19,ZNF114
IL19,ZNF114
IL19,CCDC27
IL19,C15orf26
IL13RA2,LOC100652931 /// RBMY2FP
IL13RA2,NEUROD2
IL13RA2,C5orf17
IL13RA2,LINC00208
IL13RA2,DNAH6
IL13RA2,LRRC15
IL13,TTC40
IL13,B3GNT7
IL13,ZNF645
IL13,ZMYM6
IL13,ZMYM6
IL13,SGCZ
IL13,LOC100507431
IL10,WNT9B
IL10,CNPY3
IL10,SCAMP1
IL10,LINC00471
IL10,HAS3
IL10,FGF4
IL10,SLC30A8
IFNG,LOC142937
IFNG,LOC439933
IFNG,C11orf65
IFNG,FAM71E2
IFNG,OR5P2
IFNG,DYDC1
IFNG,IL27
IFNG,IQCF1
CHI3L1,DEFB125
CHI3L1,WFDC10B
CHI3L1,DEFB105A /// DEFB105B
CHI3L1,PKHD1
CHI3L1,PKD1L1
RAPGEF6,GPR112
RAPGEF6,TENM1
RAPGEF6,REXO1L1P
RAPGEF6,TAF1L
RAPGEF6,CNTNAP5
RAPGEF6,RECQL4
RAPGEF6,GPR113
RAPGEF6,TMC2
RAPGEF6,SMCR5
RAPGEF6,BICD2
RAPGEF2,ZIM3
RAPGEF2,NOX5
RAPGEF2,DAOA-AS1
RAPGEF2,GPR126
RAPGEF2,KLHL4
RAPGEF2,GPR156
RAPGEF2,SUOX
RAPGEF2,GPR115
RAP2A,IL31RA
RAP2A,SYTL5
RAP2A,SDCCAG8
RAP1B,GPR111
RAP1B,SYN2
RAP1B,ASB10
RAP1B,HTR3C
RAP1A,NFKBID
RAP1A,CD300LF
RAP1A,GJA10
RAP1A,WNT9A
PTPN13,GAL3ST2
MRAS,PIP4K2B
MRAS,PIP4K2B
MRAS,ODF3
MLLT4,WFDC13
MLLT4,LINC00521
MLLT4,SLFN5
MLLT4,SERPINB12
MLLT4,GIPC3
MLLT4,PGLYRP3
MLLT4,PSKH2
MLLT4,OR6W1P
MAGI3,MOGAT1
MAGI3,GPR78
MAGI3,H1FOO
MAGI3,TAAR9
MAGI1,GNRHR2
MAGI1,MYOZ3
MAGI1,MYOZ3
F11R,BNIPL
F11R,ASB11
RAPGEF6,OFCC1
RAPGEF6,OFCC1
RAPGEF6,SDR9C7
RAPGEF6,OR5P3
RAPGEF6,TRIM40
RAPGEF6,CSN1S2AP
RAPGEF6,WFDC12
RAPGEF6,CRYGN
RAPGEF6,STARD6
RAPGEF6,C11orf40
RAPGEF2,C18orf12
RAPGEF2,BCL2L11
RAPGEF2,WFDC2
RAPGEF2,DEFB119
RAPGEF2,FLJ45513 /// TAC4
RAPGEF2,BCL2L11
RAPGEF2,TIGD1
RAPGEF2,ALKBH5
RAP2A,CCDC69
RAP2A,NFX1
RAP2A,DSG2
RAP1B,C5orf24
RAP1B,C5orf24
RAP1B,C5orf24
RAP1B,KBTBD6
RAP1A,CDK8
RAP1A,CDK8
RAP1A,PTK6
RAP1A,NKD1
PTPN13,STK38
MRAS,THEM4
MRAS,CLSPN
MRAS,RBAK
MLLT4,WDR62
MLLT4,WDR62
MLLT4,SLC39A12
MLLT4,RNF168
MLLT4,SVEP1
MLLT4,LOC652276
MLLT4,GATA4
MLLT4,TC2N
MAGI3,C9orf72
MAGI3,C9orf72
MAGI3,KCTD18
MAGI3,KLF11
MAGI1,ANKLE1
MAGI1,PLXNA3
MAGI1,PELO
F11R,LACC1
F11R,LACC1
UPB1,TAPT1-AS1
UPB1,C3orf30
UPB1,RANBP3L
UPB1,SNX13
UPB1,KDM1B
UPB1,ATP6V0D2
UPB1,ATP6V0D2
UPB1,ATP6V0D2
UPB1,LHX4
UPB1,LHX4
GAD2,CEP19
GAD2,DNAH11
GAD2,PROSER3
GAD2,ADPRHL1
GAD2,SYNRG
GAD2,CDH24
GAD2,SEPSECS
DPYS,GRIK5
DPYS,LRRN4
DPYS,LRRN4
DPYD,ZNF777
DPYD,JPH2
DPYD,PDE5A
ALDH9A1,SH2D1B
ALDH9A1,SH2D1B
ALDH9A1,SSTR3
ALDH9A1,ADAMTS19
ALDH3B2,ADAMTS19
ALDH3B2,DDX31
ALDH3B2,UMODL1
ALDH3A2,RASEF
ALDH3A2,RASEF
ALDH3A2,PARD3B
ALDH3A2,PARD3B
ALDH3A2,DST
ALDH3A2,ZNF441
ALDH2,ZNF441
ALDH2,NEGR1
ALDH2,FCRL3
ALDH2,DCAF4L2
ALDH2,DCAF4L2
ALDH2,STOX1
ALDH1B1,C20orf166-AS1
ALDH1B1,C20orf166-AS1
ALDH1B1,ARL10
ALDH1B1,RNFT2
ALDH1B1,ANKFN1
ALDH1B1,KRT78
AGXT2,KRT78
AGXT2,CCDC7
AGXT2,CCDC7
AGXT2,ZNF41
AGXT2,ZNF41
AGXT2,ZNF512
AGXT2,AMMECR1
AGXT2,FAM117B
ABAT,ZNF583
ABAT,OXER1
ABAT,LUZP1
ABAT,ZNF75D
ABAT,LINC00052
ABAT,BRWD1
ABAT,CCDC89
ABAT,ZNF572
WBP4,RMDN2
WBP11,ADAMTS18
WBP11,PCDHAC1
WBP11,PCDHAC1
WBP11,HIPK4
WBP11,FAM124A
WBP11,NKAIN3
WBP11,ITIH5
WBP11,FANCB
WBP11,POMK
WBP11,ZNF709
PRPF19,CCDC57
PRPF19,SMC1B
PRPF19,BRWD3
PRPF19,ASB16
PRPF19,MAGEE2
PRPF19,ERVV-1
PRPF19,GAL3ST3
PQBP1,FLJ30679
PQBP1,ALS2CR11
PQBP1,ALS2CR11
PQBP1,UTS2R
PQBP1,USH1G
PQBP1,SYN1
PQBP1,SLC23A3
PPP1CC,CNOT6L
PPP1CC,CNOT6L
PPP1CC,RHBDL3
PPP1CA,ZNF718
PPP1CA,DIP2B
PPP1CA,SLC36A1
PPP1CA,SNRNP48
PLRG1,ZNF560
PLRG1,RTTN
PLRG1,BTNL9
PLRG1,PUS10
PLRG1,PLCXD2
PLRG1,C21orf128
PLRG1,LMLN
CWC15,RAD9B
CWC15,ZNF555
CWC15,NYAP1
CWC15,SGK494
CWC15,MRGPRX3
CWC15,ABCA13
CWC15,GPR128
CWC15,CSF3R
CTNNBL1,C17orf77
CTNNBL1,DUSP5P1
CTNNBL1,DGKH
CTNNBL1,TMEM182
CTNNBL1,C16orf46
CTNNBL1,LSM14B
CTNNBL1,CASP8
CDC5L,PLB1
CDC5L,C20orf197
CDC5L,SLC5A3
CDC5L,KIF19
CDC5L,SLFNL1
CDC5L,GPR82
CDC5L,GPR82
CDC5L,RIBC1
CDC5L,OXGR1
BCAS2,CDC14C
BCAS2,SULT1C4
BCAS2,TEAD1
BCAS2,CATSPER2 /// CATSPER2P1 /// LOC101930343
BCAS2,POU5F2
BCAS2,RXFP2
BCAS2,BEND7
POLR3K,SLC18A2
POLR3K,SSMEM1
POLR3K,SSMEM1
POLR3K,MAB21L3
POLR3K,LOC285696
POLR3K,MIER3
POLR3K,SDE2
POLR3K,SLC35G3 /// SLC35G4P /// SLC35G5
POLR3K,UROC1
POLR3K,PCDH15
POLR3F,TNRC6A
POLR3F,KCNA6
POLR3F,NFX1
POLR3F,ARID2
POLR3F,AMER3
POLR3F,OTUD7A
POLR3F,ERVW-1
POLR3F,LINC00889
POLR3F,FBXL18
POLR3F,FBXL18
POLR3E,DNAH6
POLR3E,C6orf195
POLR3E,PNPLA1
POLR3E,DEPDC4
POLR3E,ANKRD23 /// ANKRD39
POLR3E,COX6B2
POLR3E,FAM129C
POLR3E,EPHA10
POLR3E,WDR64
POLR3E,PRO2949
POLR3D,BTBD9
POLR3D,AXDND1
POLR3D,HEATR9
POLR3D,PARP15
POLR3D,ARHGAP42
POLR3D,LINC01101
POLR3D,MFSD2A
POLR3D,ATM
POLR3D,FAM26D
POLR3D,NPHP3
POLR3B,ATG9B
POLR3B,CXorf58
POLR3B,EFCAB3 /// LOC102724660
POLR3B,TFAP2B
POLR3B,CD200R1
POLR3B,CCDC13
POLR3B,CCDC13
POLR3B,CRHR1-IT1 /// MGC57346
POLR3B,CRHR1-IT1 /// MGC57346
POLR3B,MRGPRX1
POLR3A,HFE
POLR3A,RLN3
POLR3A,CSMD1
POLR3A,MACF1
POLR3A,ADAMTS20
POLR3A,ABCC12
POLR3A,SALL3
POLR3A,AGBL4
POLR3A,FLJ13744
POLR3A,SLC17A8
POLR2L,C11orf44
POLR2L,CNTNAP5
POLR2L,SATB2-AS1
POLR2L,RBFOX1
POLR2L,SLFN13
POLR2L,C12orf40
POLR2L,WDR65
POLR2L,C5orf64
POLR2L,ADAMTS15
POLR2L,LY86-AS1
POLR2H,FLJ31713
POLR2H,EDARADD
POLR2H,LOC101060424 /// LOC653786 /// OTOA
POLR2H,CCDC171
POLR2H,CYP4Z2P
POLR2H,C18orf15
POLR2H,MUC19
POLR2H,KLHDC7A
POLR2H,C11orf72
POLR2H,AQP4-AS1
POLR2F,CNTNAP4
POLR2F,CNTNAP4
POLR2F,FER1L6-AS1
POLR2F,C1orf127
POLR2F,LOC100996634
POLR2F,AGBL1
POLR2F,FLJ34503
POLR2F,LINC00304
POLR2F,LINC00304
POLR2F,CCDC79
POLR2E,MYO1H
POLR2E,ASB14
POLR2E,RPTN
POLR2E,LINC00269
POLR2E,VSTM4
POLR2E,CCDC150
POLR2E,C2orf61
POLR2E,FAM9B
POLR2E,FLJ40288
POLR2E,CES5A
POLR1C,CHDC2
POLR1C,DCAF8L2 /// FLJ32742 /// LOC101928481
POLR1C,HYDIN2
POLR1C,DNAH17
POLR1C,SLC35G3
POLR1C,FLJ32955
POLR1C,LOC100288966
POLR1C,KIRREL3-AS3
POLR1C,TMEM145
POLR1C,C15orf32
UBE3A,TSGA10IP
UBE3A,LINC00477
UBE3A,CCDC140
UBE3A,C17orf78
TP53,TEKT5
TP53,TEKT5
TP53,KSR2
TP53,PAX1
TP53,TDH
TP53,TDH
TP53,LINC00615
TP53,SERPINA9
TP53,FBXL21
TP53,AKAP2 /// PALM2 /// PALM2-AKAP2
SIRT1,MRGPRX4
SIRT1,A2ML1
SIRT1,CPO
SIRT1,GPR6
SIRT1,MDS2
RPA1,RQCD1
RPA1,GJD3
RPA1,HOXC12
RPA1,VNN3
RPA1,VNN3
RPA1,MYEOV2
MDM2,FERD3L
MDM2,DEFT1P /// DEFT1P2
MDM2,LINC00314
MDM2,DEFB104A /// DEFB104B
MDM2,NLRP14
MDM2,DGKB
MDM2,NLRP13
MDM2,NLRP8
MDM2,NLRP9
MDM2,TAF5
EP300,TAS1R2
EP300,ITGB1
EP300,PCSK6
EP300,ZNF341
EP300,JPH1
EP300,NLRP10
EP300,RANGAP1
EP300,MBNL2
EP300,KRT73
DDX5,COX1
DDX5,KRT74
DDX5,SLC29A2
DDX5,LMX1A
CREBBP,CCDC125
CREBBP,GPR101
CREBBP,ILDR1
CREBBP,VN1R2
CREBBP,VN1R5
CREBBP,ND2
CDK2,TAAR8
CDK2,TAS2R39
CDK2,TAS2R38
CDK2,TAS2R40
CDK2,TAS2R41
CDK2,TMEM171
CDK2,VN1R4
CDK2,TAS2R50
BARD1,CD8B /// LOC100996919
BARD1,MACROD2
BARD1,DDAH1
BARD1,PIANP
BARD1,ATP6
BARD1,HIST1H1T
AURKA,COX2
AURKA,COX2
AURKA,CYGB
AURKA,EFNA2
AURKA,IFNE
MUC1,ND6
MUC1,SPAG11A /// SPAG11B
MUC1,SREK1IP1
MUC1,SPAG11A /// SPAG11B
MUC1,THRSP
MUC1,CXorf36
MUC1,MAGEA10-MAGEA5 /// MAGEA5
MUC1,FBXL19-AS1
MUC1,POLE4
MUC1,ND3 /// SH3KBP1
MUC1,PDZK1IP1
MUC1,FAM27E2 /// FAM27E3
MUC1,BCRP3
MUC1,BCRP3
MUC1,TAL2
MUC1,INSL3
MUC1,SYCP3
MUC1,TMIE
MUC1,TMIE
MUC1,MUCL1
MUC1,ATL2
MUC1,ABCA13
MUC1,ABCA13
MUC1,BACH1 /// GRIK1-AS2 /// LINC00189
MUC1,LINC00189
MUC1,KLHL35
MUC1,ZNF354B
MUC1,FOXC1
MUC1,FLJ25694 /// LOC101929344
MUC1,TRIM43 /// TRIM43B
MUC1,TRIM43 /// TRIM43B
MUC1,TRIM42
MUC1,FSIP1
MUC1,MGC15705
MUC1,FAM98B
MUC1,EFCAB13
MUC1,EFCAB13
MUC1,FAM71B
MUC1,C10orf107
MUC1,LOC101929373 /// SLC9B1
MUC1,WEE2-AS1
MUC1,TCTEX1D1
MUC1,TMCO5A
MUC1,TMCO5A
MUC1,PPARGC1B
MUC1,XKR6
MUC1,TSGA13
MUC1,C9orf163
MUC1,SYNE3
MUC1,CCDC141
MUC1,HDX
MUC1,CDYL2
MUC1,C18orf54
MUC1,C18orf54
MUC1,SYT14
MUC1,CDC20B
MUC1,TECTB
MUC1,VWA3A
MUC1,LINC00896
MUC1,HUS1B
MUC1,HUS1B
MUC1,NPB
MUC1,CCDC34
MUC1,LRCH3
MUC1,INTS4
MUC1,ENAH
MUC1,STK35
MUC1,LRRIQ3
MUC1,KLC4
MUC1,TIPRL
MUC1,ITGB1
MUC1,VKORC1L1
MUC1,PRF1
MUC1,FBXL14
TTN,FBXL14
TTN,PPIL6
TTN,SP1
TTN,C18orf25
TTN,METTL6
TTN,METTL6
TTN,SGOL1
TTN,B3GALNT2
TTN,CBR4
TTN,PIK3C2A
TTN,NLRX1
TTN,ZNF569
TTN,CCSAP
TTN,CCSAP
TTN,DUSP18
TTN,ZNF697
TTN,ZNF791
TTN,ZNF791
TTN,CHRM3
TTN,HTRA4
TTN,LINC00525
TTN,PRPF38A
TTN,FAM218A
TTN,FAM218A
TTN,RHEBL1
TTN,FAM195A
TTN,KCTD7 /// RABGEF1
TTN,ZNF548
TTN,ZNF548
TTN,AMER2
TTN,RNF152
TTN,RNF152
TTN,GPR97
TTN,ZNF644
TTN,TBC1D32
TTN,B4GALNT3
TTN,LRRC43
TTN,LRRC43
TTN,LRRC43
TTN,CEP89
TTN,AK7
TTN,ZFC3H1
TTN,IRAK2
TTN,IRAK2
TTN,LINC00337
TTN,METTL21A
TTN,OTOGL
TTN,MGC16025
TTN,FAM76B
TTN,FAM76B
TTN,SPATA25
TTN,NXNL1
TTN,GLIS3-AS1
TTN,IQCG
TTN,MCM9
TTN,PRR14L
TTN,AJUBA
TTN,KLHL32
TTN,DCBLD1
TTN,SLAMF9
TTN,SLAMF9
TTN,GK5
TTN,FLJ31715
TTN,UBE2U
TTN,WBSCR27
TTN,LINC00638
TTN,ZC3HAV1L
TTN,RASGEF1B
TTN,C11orf45
TTN,C21orf58
TTN,KIAA1109
TTN,KIAA1109
TTN,STOML3
TTN,LINC01105
TTN,LINC01105
TTN,FBXL13
TTN,FAM227B
TTN,DTD2
TTN,SOX3
TTN,SPATA32
STIP1,SPATA32
STIP1,C3orf49
STIP1,NKX2-3
STIP1,TMEM252
STIP1,KIAA1524
STIP1,FAM222A-AS1
STIP1,TLE6
STIP1,TLE6
STIP1,TCEANC
STIP1,LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P
STIP1,LOC102725315 /// LOC727983 /// POM121L10P /// POM121L1P /// POM121L4P /// POM121L8P /// POM121L9P
STIP1,HECTD4
STIP1,RTP1
STIP1,RTP1
STIP1,PRR35
STIP1,NXPE1
STIP1,CYP1B1-AS1
STIP1,MAGEA2 /// MAGEA2B
STIP1,APOBEC3D
STIP1,LINC00315
STIP1,COL6A5
STIP1,COL6A5
STIP1,PGAM5
STIP1,C4orf45
STIP1,CCDC149
STIP1,CCDC149
STIP1,BEND2
STIP1,C10orf67
STIP1,C10orf67
STIP1,C10orf67
STIP1,SPERT
STIP1,SPERT
STIP1,CCDC26
STIP1,C21orf88
STIP1,SPIC
STIP1,VPS13B
STIP1,P2RY10
STIP1,IGSF22
STIP1,ZBTB3
STIP1,TPH1
STIP1,DCST1
STIP1,TCP11L2
STIP1,WDFY4
STIP1,GPR26
STIP1,GPR26
STIP1,KIAA0825
STIP1,SESN3
STIP1,CSNK1G2-AS1
STIP1,NATD1
STIP1,KLHL34
STIP1,ZSCAN10
STIP1,ZSCAN10
